Source File Name = 

Memory Chunck Size = 2048

1,2048.00,0
2,1024.00,0
3,682.67,0
4,512.00,0
5,409.60,0
6,341.33,0
7,292.57,0
8,256.00,0
9,227.56,0
10,204.80,0
11,186.18,0
12,170.67,0
13,157.54,0
14,146.29,0
15,136.53,0
16,128.00,0
17,120.47,0
18,113.78,0
19,107.79,0
20,102.40,0
21,97.52,0
22,93.09,0
23,89.04,0
24,85.33,0
25,81.92,0
26,78.77,0
27,75.85,0
28,73.14,0
29,70.62,0
30,68.27,0
31,66.06,0
32,64.00,0
33,62.06,39
34,60.24,0
35,58.51,0
36,56.89,0
37,55.35,1
38,53.89,1
39,52.51,1
40,51.20,0
41,49.95,0
42,48.76,0
43,47.63,0
44,46.55,0
45,45.51,0
46,44.52,1
47,43.57,1
48,42.67,0
49,41.80,0
50,40.96,1
51,40.16,0
52,39.38,1
53,38.64,0
54,37.93,0
55,37.24,0
56,36.57,0
57,35.93,0
58,35.31,0
59,34.71,0
60,34.13,0
61,33.57,0
62,33.03,0
63,32.51,0
64,32.00,0
65,31.51,0
66,31.03,0
67,30.57,0
68,30.12,0
69,29.68,0
70,29.26,1
71,28.85,1
72,28.44,0
73,28.05,0
74,27.68,0
75,27.31,0
76,26.95,0
77,26.60,1
78,26.26,2
79,25.92,1
80,25.60,1
81,25.28,0
82,24.98,0
83,24.67,2
84,24.38,1
85,24.09,2
86,23.81,0
87,23.54,0
88,23.27,0
89,23.01,1
90,22.76,1
91,22.51,0
92,22.26,0
93,22.02,1
94,21.79,0
95,21.56,1
96,21.33,0
97,21.11,3
98,20.90,1
99,20.69,0
100,20.48,0
101,20.28,1
102,20.08,2
103,19.88,1
104,19.69,3
105,19.50,1
106,19.32,1
107,19.14,2
108,18.96,1
109,18.79,0
110,18.62,0
111,18.45,0
112,18.29,0
113,18.12,1
114,17.96,1
115,17.81,1
116,17.66,0
117,17.50,0
118,17.36,1
119,17.21,0
120,17.07,0
121,16.93,0
122,16.79,0
123,16.65,1
124,16.52,1
125,16.38,1
126,16.25,1
127,16.13,0
128,16.00,2
129,15.88,0
130,15.75,0
131,15.63,0
132,15.52,1
133,15.40,0
134,15.28,1
135,15.17,1
136,15.06,2
137,14.95,1
138,14.84,0
139,14.73,1
140,14.63,1
141,14.52,1
142,14.42,1
143,14.32,0
144,14.22,1
145,14.12,0
146,14.03,1
147,13.93,1
148,13.84,1
149,13.74,1
150,13.65,1
151,13.56,1
152,13.47,0
153,13.39,0
154,13.30,1
155,13.21,0
156,13.13,1
157,13.04,0
158,12.96,1
159,12.88,1
160,12.80,0
161,12.72,0
162,12.64,1
163,12.56,0
164,12.49,0
165,12.41,0
166,12.34,0
167,12.26,0
168,12.19,0
169,12.12,2
170,12.05,1
171,11.98,0
172,11.91,1
173,11.84,0
174,11.77,0
175,11.70,1
176,11.64,0
177,11.57,0
178,11.51,2
179,11.44,0
180,11.38,0
181,11.31,0
182,11.25,0
183,11.19,0
184,11.13,0
185,11.07,0
186,11.01,1
187,10.95,2
188,10.89,0
189,10.84,0
190,10.78,0
191,10.72,1
192,10.67,0
193,10.61,0
194,10.56,0
195,10.50,0
196,10.45,0
197,10.40,0
198,10.34,0
199,10.29,0
200,10.24,0
201,10.19,0
202,10.14,1
203,10.09,2
204,10.04,0
205,9.99,0
206,9.94,0
207,9.89,2
208,9.85,0
209,9.80,1
210,9.75,0
211,9.71,0
212,9.66,0
213,9.62,0
214,9.57,1
215,9.53,0
216,9.48,0
217,9.44,0
218,9.39,1
219,9.35,2
220,9.31,0
221,9.27,0
222,9.23,0
223,9.18,0
224,9.14,0
225,9.10,0
226,9.06,0
227,9.02,1
228,8.98,1
229,8.94,0
230,8.90,1
231,8.87,0
232,8.83,0
233,8.79,0
234,8.75,0
235,8.71,0
236,8.68,0
237,8.64,0
238,8.61,0
239,8.57,1
240,8.53,0
241,8.50,0
242,8.46,0
243,8.43,0
244,8.39,0
245,8.36,1
246,8.33,0
247,8.29,0
248,8.26,0
249,8.22,0
250,8.19,1
251,8.16,3
252,8.13,0
253,8.09,0
254,8.06,0
255,8.03,0
256,8.00,0
257,7.97,0
258,7.94,0
259,7.91,0
260,7.88,0
261,7.85,0
262,7.82,0
263,7.79,0
264,7.76,1
265,7.73,0
266,7.70,0
267,7.67,0
268,7.64,1
269,7.61,1
270,7.59,0
271,7.56,0
272,7.53,0
273,7.50,0
274,7.47,0
275,7.45,1
276,7.42,0
277,7.39,0
278,7.37,0
279,7.34,0
280,7.31,0
281,7.29,0
282,7.26,0
283,7.24,0
284,7.21,0
285,7.19,1
286,7.16,0
287,7.14,0
288,7.11,0
289,7.09,1
290,7.06,1
291,7.04,1
292,7.01,0
293,6.99,0
294,6.97,0
295,6.94,0
296,6.92,0
297,6.90,1
298,6.87,0
299,6.85,0
300,6.83,0
301,6.80,0
302,6.78,0
303,6.76,0
304,6.74,0
305,6.71,1
306,6.69,0
307,6.67,1
308,6.65,0
309,6.63,0
310,6.61,0
311,6.59,0
312,6.56,0
313,6.54,0
314,6.52,0
315,6.50,0
316,6.48,0
317,6.46,0
318,6.44,0
319,6.42,0
320,6.40,0
321,6.38,0
322,6.36,0
323,6.34,0
324,6.32,0
325,6.30,0
326,6.28,0
327,6.26,0
328,6.24,0
329,6.22,0
330,6.21,0
331,6.19,0
332,6.17,0
333,6.15,0
334,6.13,2
335,6.11,0
336,6.10,1
337,6.08,0
338,6.06,0
339,6.04,0
340,6.02,0
341,6.01,0
342,5.99,0
343,5.97,0
344,5.95,0
345,5.94,0
346,5.92,0
347,5.90,0
348,5.89,0
349,5.87,0
350,5.85,0
351,5.83,0
352,5.82,0
353,5.80,1
354,5.79,0
355,5.77,0
356,5.75,0
357,5.74,1
358,5.72,0
359,5.70,1
360,5.69,0
361,5.67,0
362,5.66,0
363,5.64,0
364,5.63,0
365,5.61,0
366,5.60,0
367,5.58,0
368,5.57,0
369,5.55,0
370,5.54,0
371,5.52,1
372,5.51,1
373,5.49,0
374,5.48,0
375,5.46,0
376,5.45,0
377,5.43,1
378,5.42,0
379,5.40,0
380,5.39,0
381,5.38,1
382,5.36,0
383,5.35,0
384,5.33,0
385,5.32,0
386,5.31,0
387,5.29,0
388,5.28,0
389,5.26,0
390,5.25,0
391,5.24,0
392,5.22,0
393,5.21,0
394,5.20,0
395,5.18,0
396,5.17,0
397,5.16,0
398,5.15,0
399,5.13,1
400,5.12,0
401,5.11,0
402,5.09,0
403,5.08,0
404,5.07,0
405,5.06,1
406,5.04,0
407,5.03,0
408,5.02,0
409,5.01,0
410,5.00,1
411,4.98,0
412,4.97,1
413,4.96,0
414,4.95,1
415,4.93,0
416,4.92,0
417,4.91,1
418,4.90,0
419,4.89,0
420,4.88,0
421,4.86,0
422,4.85,0
423,4.84,1
424,4.83,0
425,4.82,0
426,4.81,0
427,4.80,0
428,4.79,0
429,4.77,0
430,4.76,0
431,4.75,0
432,4.74,0
433,4.73,1
434,4.72,0
435,4.71,0
436,4.70,0
437,4.69,0
438,4.68,0
439,4.67,0
440,4.65,0
441,4.64,0
442,4.63,0
443,4.62,0
